Brand,CellModelNo,Composition,Cell_Stack,MaxContinuousDischargeRate,MaxContinuousChargeRate,NominalVoltage,ChargeVoltage,Capacity,TheMaxDischargeCurrentOfTheTabs,Impedance,Weight,Cell_Thickness,Cell_Width,Cell_Height,Cycles,Price,link
EVE,LF32,LFP,C - Prismatic,1,1,3.2,3.65,32000,60,1.5,735,26.7,148.3,94.3,0.15,6,2,0,0.342,156.1,3500,19.75,China,Screw,https://amzn.to/4b8u9bB
EVE,LF100,LFP,C - Prismatic,1,1,3.2,3.65,100000,60,0.5,1980,50,160,115,0.15,6,2,0,0.342,156.1,5000,42.25,China,Screw,https://amzn.to/4q2VwIY
EVE,LF280,LFP,C - Prismatic,1,1,3.2,3.65,280000,60,0.2,5400,72,175,205,0.15,6,2,0,0.342,156.1,8000,87.25,China,Screw,https://amzn.to/48SvC4o
EVE,LF50,LFP,C - Prismatic,1,1,3.2,3.65,50000,60,1.5,1050,26.7,148,127,0.15,6,2,0,0.342,156.1,5000,24.75,China,Screw,https://amzn.to/495MEuI
EVE,LF105K,LFP,C - Prismatic,1,1,3.2,3.65,105000,60,0.5,1980,36.35,130.3,200.5,0.15,6,2,0,0.342,156.1,8000,44.75,China,Screw,https://amzn.to/3LeHQv7
